Combined Text,biffi,crosby,anderson_greenwood,fisher,asco,keystone,rosemount,micro_motion,pneumatic_actuator,electric_actuator,globe_valve,garlock_kit,transmitter,tyco_valve,gas chromatograph,daniel,fisher_actuator,dvc_positioner,valve_relief,ph_sensor_rosemount,temperature_detector,mr95h,groveley_detection,rosemount_0096,trex_field_communicator_375,generic_fisher,3025_actuator_spare,rosemount_manifold,fisher_spare_25032500,Prediction
"mnfld,vlv:coplanar,integral,3wy,316 stai manifold,valve: coplanar,integral,3-way,316 stainless steel body transmitter,differential pressure:0-0.067barg,4 to 20ma output,w/ manifold emerson c305121124-0000",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"mnfld,vlv:inline,1/2in,14 fnpt,2wy,316 s manifold,valve: inline,1/2in,14 fnpt,2-way,316 stainless steel body,316 stainless steel bonnet/stem and tip/ball,200 to 700 deg f,ro                                                  semount,design rating: 1500 to 6000 psi,size: 18 x 21mm,style: 2 valve manifold,valve:2 valve,2-way,1500 to 6000psi,18 x 21mm,200 to 700deg f,fnpt x mnpt,316 ss body emerson 0306rt22ba21",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"vlv,needle:1/2in inlet,mnpt,block and bl valve,needle: 1/2in inlet,mnpt,block and bleed,316 stainless steel body,316 stainless steel trim,hastelloy stem,85 deg c,rosemount,p                                                  ressure rating: 10000 psi valve,needle:1/2-14,10000psi 85deg c,mnpt,316 ss body,316ss/hast,rosemount 306 inline,block & bleed style emerson c30611-1125-0300",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"transmitter,diff pres:4-20ma output,0 to transmitter,differential pressure: 4-20ma output,0 to 10 barg,10.5-55dcv,rosemount,w/ manifold 0305rc32b11b4l4,cable entry detail: m                                                  20 fnpt transmitter,differential pressure:0-10barg,4 to 20ma output,10.5 to 55vdc input,m20 fnpt connection,w/ manifold 0305rc32b11b4l4 emerson cd5a02a1bs511m504",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"wrench:pressure adjusting handle,tartari wrench: pressure adjustinghdl,kit no.2300015 wrench:pressure adjusting,kit no.2300015 tartarini ch14001",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"wrench:pressure adjusting handle,tartari wrench: pressure adjustinghdl,kit no.2300015 wrench:pressure adjusting,kit no.2300015 tartarini ch14002",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"wrench:relief valve ring nut handle,tart wrench: relief valve ring nuthdl,kit no.2300002 wrench:relief valve ring nut,kit no.2300002 tartarini ch18001",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,gulu
"wrench:special adjustable handle/travel wrench: special adjustablehdl,115mm lg,stl,travel indicator,kit number 2 300022 wrench:special adjustable,115mm lg,stl,travel indicator,kit number 2300022 tartarini ch19001",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"tool:relief valve seal ring,tartarini tool: relief valve seal ring tool:relief valve seal ring,kit no:2300002 tartarini ch20001",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,gulu
"wrench:t-bar handle,3mm,150mm lg,chrome wrench: t-bar handle,3mm,150mm lg,chrome vanadium steel,usag,gicleur wrench:t-bar,usag,3mm,150mm lg,chrome vanadium stl,gicleur tartarini ch21001",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"wrench:mounting handle,m10,115mm lg,chro wrench: mounting handle,m10,115mm lg,chrome vanadium steel,usag wrench:mounting,usag,m10,115mm lg,chrome vanadium stl tartarini ch22001",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"wrench:plate calliper handle,tartarini wrench: plate calliperhdl,kit no.2300002 wrench:plate calliper,kit no.2300002 tartarini ch24001",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"tool:infeed adjusting,tartarini tool: infeed adjusting tool:infeed adjusting,kit no:2300002 tartarini ch25001",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"fltr,regltr:pres,1/4in fnpt,250 psig inl filter,regulator: pressure,1/4in fnpt,250 psig inlet/ 0 to 125 psig outlet,inconel/music wire,panel mount,type reference: type 67cfr regulator,pressure:type 67cfr,250psig inlet,0-125psig outlet,1/4in nptf,inconel/music wire body emerson 67cfr-601tb",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"fltr,regltr:pres,1/4in nptf,250 psig inl filter,regulator: pressure,1/4in nptf,250 psig inlet/ 0 to 125 psig outlet,inconel/music wire,panel mount,fisher regulator,pressure:250psig inlet,0-125psig outlet,1/4in nptf,inconel/music wire body emerson 67cfs-226",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,erkin
"swtch,level:cntrl,liq,49.6 bar range,1in switch,level: control,liquid,49.6 bar range,1in npt,250-440v,2x dpdt,ip66 enclosure,flameproof enclosure,cast iron,amperage: 5a,elec                                                  trical rating: 50w,float unit wetside,material: steel,temperature rating: 20 deg c, v e r t i c a l  m o u n t i n g , w e t t e d  p a r t s :  3 1 6  s t a i n l e s s  s t e el,w/ 2x conduit entry x m20 switch,level:flameproof control,stl,ds13fs7i1h8/0,250-440v 5a 50w,49.6bar,vertical,liquid,ip66 enclosure,series d,20deg c,wetted par                                                  ts:316 ss,process connection 1in npt,enclosure material cast iron,(1) switch,(2)con t a c t  x  d p d t , ( 2 )  c o n d u i t  e n t r y  x  m 2 0 , f l o a t  u n i t  w e tside,s.g.0.75 mobrey 70712/1557/1",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"device:field signal indicator,linear sca device: field signal indicator,linear scale,rosemount,display type: lcd,scale: 0-100pct,amperage: 4-20ma,mounting type: bracket indicator:field signal,linear scale,4 to 20ma emerson 751am4i8b",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"device:field signal indicator,rosemount device: field signal indicator,rosemount,intrinsically safe,type reference: type 751,display type: lcd,scale: 0-100pct,amperage: 4-2                                                  0ma,mounting type: bracket indicator:field signal,type 751,special scale lcd display,0 to 100pct scale,4 to 20ma dc input,2in pipe mounting bracket,atex intrin                                                  sic safety emerson 751am7i8b",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"board,pc:amp board,printed circuit: amplifier board,printed circuit:amplifier,frequency option emerson 78350210avv",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"board,pc:base board,printed circuit: base board,printed circuit:base emerson 78350503cvv",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"transmitter,pres:0 to 4000 psi transmitter,pressure: 0 to 4000 psi transmitter,pressure:0-4000psi emerson 793221009/04",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"hsg:indictg,alum,planw housing: indicating,aluminum,planw housing:indicating,alum,planw emerson 7a-4501274300a",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"vlv:pilot operated,tartarini valve: pilot operated,tartarini valve:pilot emerson 8002086a2",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"pilot:pressure regulator,filter pilot:pressure regulator,filter,model ps/79 pilot:pressure regulator,filter,model ps/79 tartarini 8090066",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"gskt:shim,5in id,5-19/32in od,1/32in thk gasket: shim,5in id,5-19/32in od,1/32in thk,316 stainless steel uns s31600 gasket:shim,5 x 5-19/32in,1/32in thk,316 ss,f/ control valve emerson 16a1940x012",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,erkin
"gskt:shim,uns n04400,-73 to 149deg c,fis gasket: shim,uns n04400,3in nps valve,-73 to 149deg c capability,f/ valve gasket:shim,uns n04400,3in nps valve,-73 to 149deg c capability,f/ valve fisher controls 16a1940x022",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,erkin
"gskt:valve shim,125mm id,140mm od,1/2mm gasket:valve shim,125 id x 140mm od,1/2mm thk,316 ss trim gasket:valve shim,125 id x 140mm od,1/2mm thk,316 ss trim emerson 16a1941x012",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,erkin
"shim:gskt,316 stainless steel,f/ nps 6,8 shim: gasket,316 stainless steel,f/ nps 6,8 x 6in,12 x 6in valves shim:gasket,316 ss (s31600),f/ nps 6,8x6,12x6 valves fisher 16a1942x012",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,erkin
"gskt:shim,7-11/16in id,8-17/32in od,1/32 gasket: shim,7-11/16in id,8-17/32in od,1/32in thk,fisher gasket:shim,7-11/16 x 8-17/32in,1/32in thk emerson 16a1942x022",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,erkin
"ring,bk-up:fisher ring,back-up: fisher ring,back-up: emerson 16a1967x022",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,erkin
"ring,seal:radial,48mm,58mm,6mm thk,plas ring,seal: radial,48mm,58mm,6mm thk,plastic,stainless steel ring:radial seal,48 id x 58mm od,6mm thk,plastic/ss emerson 16a1968x012",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,erkin
"wrench:stem locking handle,tartarini wrench: stem lockinghdl,kit no.2300024 wrench:stem locking,kit no.2300024 tartarini ch27005",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"tool:valve housing removing,tartarini tool: valve housing removing tool:valve housing removing,kit no:2300002 tartarini ch29001",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"tool:o-ring removal,tartarini tool: o-ring removal tool:o-ring removal,kit no:2300024 tartarini ch30001",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"wrench:seat handle,tartarini wrench: seathdl,kit no.2300002 wrench:seat,kit no.2300002 tartarini ch35001",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"wrench:tool handle,240mm lg,stl,tartarin wrench: tool handle,240mm lg,steel wrench:tool,240mm lg,stl tartarini ch38003",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
